SepalLength,SepalWidth,PetalLength,PetalWidth
5.843333721160889,3.05400013923645,1.0,0.10000000149011612
5.843333721160889,3.05400013923645,1.0,0.12424242571748868
5.843333721160889,3.05400013923645,1.0,0.14848484994486125
5.843333721160889,3.05400013923645,1.0,0.17272727417223382
5.843333721160889,3.05400013923645,1.0,0.19696969839960637
5.843333721160889,3.05400013923645,1.0,0.22121212262697892
5.843333721160889,3.05400013923645,1.0,0.2454545468543515
5.843333721160889,3.05400013923645,1.0,0.2696969710817241
5.843333721160889,3.05400013923645,1.0,0.29393939530909663
5.843333721160889,3.05400013923645,1.0,0.3181818195364692
5.843333721160889,3.05400013923645,1.0,0.34242424376384173
5.843333721160889,3.05400013923645,1.0,0.36666666799121433
5.843333721160889,3.05400013923645,1.0,0.3909090922185869
5.843333721160889,3.05400013923645,1.0,0.41515151644595943
5.843333721160889,3.05400013923645,1.0,0.43939394067333204
5.843333721160889,3.05400013923645,1.0,0.4636363649007046
5.843333721160889,3.05400013923645,1.0,0.48787878912807714
5.843333721160889,3.05400013923645,1.0,0.5121212133554497
5.843333721160889,3.05400013923645,1.0,0.5363636375828222
5.843333721160889,3.05400013923645,1.0,0.5606060618101949
5.843333721160889,3.05400013923645,1.0,0.5848484860375673
5.843333721160889,3.05400013923645,1.0,0.60909091026494
5.843333721160889,3.05400013923645,1.0,0.6333333344923125
5.843333721160889,3.05400013923645,1.0,0.6575757587196851
5.843333721160889,3.05400013923645,1.0,0.6818181829470576
5.843333721160889,3.05400013923645,1.0,0.7060606071744302
5.843333721160889,3.05400013923645,1.0,0.7303030314018027
5.843333721160889,3.05400013923645,1.0,0.7545454556291753
5.843333721160889,3.05400013923645,1.0,0.778787879856548
5.843333721160889,3.05400013923645,1.0,0.8030303040839205
5.843333721160889,3.05400013923645,1.0,0.8272727283112931
5.843333721160889,3.05400013923645,1.0,0.8515151525386656
5.843333721160889,3.05400013923645,1.0,0.8757575767660382
5.843333721160889,3.05400013923645,1.0,0.9000000009934107
5.843333721160889,3.05400013923645,1.0,0.9242424252207833
5.843333721160889,3.05400013923645,1.0,0.9484848494481558
5.843333721160889,3.05400013923645,1.0,0.9727272736755284
5.843333721160889,3.05400013923645,1.0,0.996969697902901
5.843333721160889,3.05400013923645,1.0,1.0212121221302737
5.843333721160889,3.05400013923645,1.0,1.0454545463576461
5.843333721160889,3.05400013923645,1.0,1.0696969705850186
5.843333721160889,3.05400013923645,1.0,1.0939393948123912
5.843333721160889,3.05400013923645,1.0,1.1181818190397639
5.843333721160889,3.05400013923645,1.0,1.1424242432671363
5.843333721160889,3.05400013923645,1.0,1.166666667494509
5.843333721160889,3.05400013923645,1.0,1.1909090917218814
5.843333721160889,3.05400013923645,1.0,1.215151515949254
5.843333721160889,3.05400013923645,1.0,1.2393939401766265
5.843333721160889,3.05400013923645,1.0,1.2636363644039992
5.843333721160889,3.05400013923645,1.0,1.2878787886313718
5.843333721160889,3.05400013923645,1.0,1.3121212128587443
5.843333721160889,3.05400013923645,1.0,1.336363637086117
5.843333721160889,3.05400013923645,1.0,1.3606060613134894
5.843333721160889,3.05400013923645,1.0,1.384848485540862
5.843333721160889,3.05400013923645,1.0,1.4090909097682345
5.843333721160889,3.05400013923645,1.0,1.4333333339956071
5.843333721160889,3.05400013923645,1.0,1.4575757582229798
5.843333721160889,3.05400013923645,1.0,1.4818181824503522
5.843333721160889,3.05400013923645,1.0,1.506060606677725
5.843333721160889,3.05400013923645,1.0,1.5303030309050973
5.843333721160889,3.05400013923645,1.0,1.55454545513247
5.843333721160889,3.05400013923645,1.0,1.5787878793598424
5.843333721160889,3.05400013923645,1.0,1.603030303587215
5.843333721160889,3.05400013923645,1.0,1.6272727278145875
5.843333721160889,3.05400013923645,1.0,1.6515151520419602
5.843333721160889,3.05400013923645,1.0,1.6757575762693329
5.843333721160889,3.05400013923645,1.0,1.7000000004967053
5.843333721160889,3.05400013923645,1.0,1.724242424724078
5.843333721160889,3.05400013923645,1.0,1.7484848489514504
5.843333721160889,3.05400013923645,1.0,1.772727273178823
5.843333721160889,3.05400013923645,1.0,1.7969696974061955
5.843333721160889,3.05400013923645,1.0,1.8212121216335682
5.843333721160889,3.05400013923645,1.0,1.8454545458609406
5.843333721160889,3.05400013923645,1.0,1.8696969700883133
5.843333721160889,3.05400013923645,1.0,1.893939394315686
5.843333721160889,3.05400013923645,1.0,1.9181818185430584
5.843333721160889,3.05400013923645,1.0,1.942424242770431
5.843333721160889,3.05400013923645,1.0,1.9666666669978035
5.843333721160889,3.05400013923645,1.0,1.9909090912251761
5.843333721160889,3.05400013923645,1.0,2.0151515154525486
5.843333721160889,3.05400013923645,1.0,2.039393939679921
5.843333721160889,3.05400013923645,1.0,2.063636363907294
5.843333721160889,3.05400013923645,1.0,2.0878787881346663
5.843333721160889,3.05400013923645,1.0,2.1121212123620388
5.843333721160889,3.05400013923645,1.0,2.1363636365894116
5.843333721160889,3.05400013923645,1.0,2.160606060816784
5.843333721160889,3.05400013923645,1.0,2.1848484850441565
5.843333721160889,3.05400013923645,1.0,2.209090909271529
5.843333721160889,3.05400013923645,1.0,2.233333333498902
5.843333721160889,3.05400013923645,1.0,2.2575757577262743
5.843333721160889,3.05400013923645,1.0,2.2818181819536467
5.843333721160889,3.05400013923645,1.0,2.3060606061810196
5.843333721160889,3.05400013923645,1.0,2.330303030408392
5.843333721160889,3.05400013923645,1.0,2.3545454546357645
5.843333721160889,3.05400013923645,1.0,2.378787878863137
5.843333721160889,3.05400013923645,1.0,2.40303030309051
5.843333721160889,3.05400013923645,1.0,2.4272727273178822
5.843333721160889,3.05400013923645,1.0,2.4515151515452547
5.843333721160889,3.05400013923645,1.0,2.4757575757726276
5.843333721160889,3.05400013923645,1.0,2.5
5.843333721160889,3.05400013923645,1.059595960559267,0.10000000149011612
5.843333721160889,3.05400013923645,1.059595960559267,0.12424242571748868
5.843333721160889,3.05400013923645,1.059595960559267,0.14848484994486125
5.843333721160889,3.05400013923645,1.059595960559267,0.17272727417223382
5.843333721160889,3.05400013923645,1.059595960559267,0.19696969839960637
5.843333721160889,3.05400013923645,1.059595960559267,0.22121212262697892
5.843333721160889,3.05400013923645,1.059595960559267,0.2454545468543515
5.843333721160889,3.05400013923645,1.059595960559267,0.2696969710817241
5.843333721160889,3.05400013923645,1.059595960559267,0.29393939530909663
5.843333721160889,3.05400013923645,1.059595960559267,0.3181818195364692
5.843333721160889,3.05400013923645,1.059595960559267,0.34242424376384173
5.843333721160889,3.05400013923645,1.059595960559267,0.36666666799121433
5.843333721160889,3.05400013923645,1.059595960559267,0.3909090922185869
5.843333721160889,3.05400013923645,1.059595960559267,0.41515151644595943
5.843333721160889,3.05400013923645,1.059595960559267,0.43939394067333204
5.843333721160889,3.05400013923645,1.059595960559267,0.4636363649007046
5.843333721160889,3.05400013923645,1.059595960559267,0.48787878912807714
5.843333721160889,3.05400013923645,1.059595960559267,0.5121212133554497
5.843333721160889,3.05400013923645,1.059595960559267,0.5363636375828222
5.843333721160889,3.05400013923645,1.059595960559267,0.5606060618101949
5.843333721160889,3.05400013923645,1.059595960559267,0.5848484860375673
5.843333721160889,3.05400013923645,1.059595960559267,0.60909091026494
5.843333721160889,3.05400013923645,1.059595960559267,0.6333333344923125
5.843333721160889,3.05400013923645,1.059595960559267,0.6575757587196851
5.843333721160889,3.05400013923645,1.059595960559267,0.6818181829470576
5.843333721160889,3.05400013923645,1.059595960559267,0.7060606071744302
5.843333721160889,3.05400013923645,1.059595960559267,0.7303030314018027
5.843333721160889,3.05400013923645,1.059595960559267,0.7545454556291753
5.843333721160889,3.05400013923645,1.059595960559267,0.778787879856548
5.843333721160889,3.05400013923645,1.059595960559267,0.8030303040839205
5.843333721160889,3.05400013923645,1.059595960559267,0.8272727283112931
5.843333721160889,3.05400013923645,1.059595960559267,0.8515151525386656
5.843333721160889,3.05400013923645,1.059595960559267,0.8757575767660382
5.843333721160889,3.05400013923645,1.059595960559267,0.9000000009934107
5.843333721160889,3.05400013923645,1.059595960559267,0.9242424252207833
5.843333721160889,3.05400013923645,1.059595960559267,0.9484848494481558
5.843333721160889,3.05400013923645,1.059595960559267,0.9727272736755284
5.843333721160889,3.05400013923645,1.059595960559267,0.996969697902901
5.843333721160889,3.05400013923645,1.059595960559267,1.0212121221302737
5.843333721160889,3.05400013923645,1.059595960559267,1.0454545463576461
5.843333721160889,3.05400013923645,1.059595960559267,1.0696969705850186
5.843333721160889,3.05400013923645,1.059595960559267,1.0939393948123912
5.843333721160889,3.05400013923645,1.059595960559267,1.1181818190397639
5.843333721160889,3.05400013923645,1.059595960559267,1.1424242432671363
5.843333721160889,3.05400013923645,1.059595960559267,1.166666667494509
5.843333721160889,3.05400013923645,1.059595960559267,1.1909090917218814
5.843333721160889,3.05400013923645,1.059595960559267,1.215151515949254
5.843333721160889,3.05400013923645,1.059595960559267,1.2393939401766265
5.843333721160889,3.05400013923645,1.059595960559267,1.2636363644039992
5.843333721160889,3.05400013923645,1.059595960559267,1.2878787886313718
5.843333721160889,3.05400013923645,1.059595960559267,1.3121212128587443
5.843333721160889,3.05400013923645,1.059595960559267,1.336363637086117
5.843333721160889,3.05400013923645,1.059595960559267,1.3606060613134894
5.843333721160889,3.05400013923645,1.059595960559267,1.384848485540862
5.843333721160889,3.05400013923645,1.059595960559267,1.4090909097682345
5.843333721160889,3.05400013923645,1.059595960559267,1.4333333339956071
5.843333721160889,3.05400013923645,1.059595960559267,1.4575757582229798
5.843333721160889,3.05400013923645,1.059595960559267,1.4818181824503522
5.843333721160889,3.05400013923645,1.059595960559267,1.506060606677725
5.843333721160889,3.05400013923645,1.059595960559267,1.5303030309050973
5.843333721160889,3.05400013923645,1.059595960559267,1.55454545513247
5.843333721160889,3.05400013923645,1.059595960559267,1.5787878793598424
5.843333721160889,3.05400013923645,1.059595960559267,1.603030303587215
5.843333721160889,3.05400013923645,1.059595960559267,1.6272727278145875
5.843333721160889,3.05400013923645,1.059595960559267,1.6515151520419602
5.843333721160889,3.05400013923645,1.059595960559267,1.6757575762693329
5.843333721160889,3.05400013923645,1.059595960559267,1.7000000004967053
